Monday 8:0-19:0  Tuesday 8:0-19:0  Wednesday 8:0-19:0  Thursday 8:0-19:0  Friday 8:0-19:0  Saturday 8:0-17:0  Sunday 10:0-13:0,Yes,2553 Wigwam Pkwy,  Nail Salons    Hair Salons    Beauty & Spas  ,Henderson,7,Revv Illusions,-115.0977701,NV,5,36.0345795,
Monday 11:0-21:30  Tuesday 11:0-21:30  Wednesday 11:0-21:30  Thursday 11:0-21:30  Friday 11:0-21:30  Saturday 11:0-21:30  Sunday 11:30-21:0,No,1500 N Green Valley Pkwy  Ste 230,  Hawaiian    Restaurants    Barbeque  ,Henderson,38,Ohana Hawaiian BBQ,-115.0858212,NV,4,36.02959649,  Alcohol: none    Ambience: { romantic : False   intimate : False   classy : False   hipster : False   divey : False   touristy : False   trendy : False   upscale : False   casual : True}    BusinessAcceptsCreditCards: True    BusinessParking: { garage : False   street : False   validated : False   lot : True   valet : False}    Caters: True    GoodForKids: True    GoodForMeal: { dessert : False   latenight : False   lunch : True   dinner : True   breakfast : False   brunch : False}    HasTV: True    NoiseLevel: quiet    OutdoorSeating: False    RestaurantsAttire: casual    RestaurantsDelivery: False    RestaurantsGoodForGroups: True    RestaurantsPriceRange2: 1    RestaurantsReservations: False    RestaurantsTableService: False    RestaurantsTakeOut: True    WiFi: no  
Monday 11:0-19:0  Tuesday 11:0-19:0  Wednesday 11:0-19:0  Thursday 11:0-21:0  Friday 11:0-21:0  Saturday 11:0-19:0  Sunday 11:0-19:0,Yes,5670 Sherbrooke Rue W,  Shopping    Bookstores    Books    Mags    Music & Video  ,Montreal,4,Encore Books and Records,-73.6150299,QC,5,45.4707675,  BikeParking: True    BusinessParking: { garage : False   street : True   validated : False   lot : False   valet : False}    RestaurantsPriceRange2: 1  
,Yes,2525 W Carefree Hwy,  General Dentistry    Health & Medical    Dentists  ,Phoenix,4,Canyon Ridge Endodontics,-112.1154511,AZ,4,33.7967745,  ByAppointmentOnly: True  
Monday 10:0-21:0  Tuesday 10:0-21:0  Wednesday 10:0-21:0  Thursday 10:0-21:0  Friday 10:0-22:0  Saturday 10:0-22:0  Sunday 11:0-19:0,Yes,6801 North Lake Mall Drive  173,  Leather Goods    Fashion    Watches    Accessories    Shopping  ,Charlotte,3,Fossil Store,-80.8512352,NC,3.5,35.3521284,
Monday 10:0-21:0  Tuesday 10:0-21:0  Wednesday 10:0-21:0  Thursday 10:0-21:0  Friday 10:0-21:0  Saturday 10:0-21:0  Sunday 11:0-18:0,Yes,2500 Winston Park Drive  Unit A,  Mobile Phones    Computers    Local Services    Electronics    IT Services & Computer Repair    Shopping  ,Oakville,3,Best Buy,-79.68590587,ON,3,43.51625478,  BikeParking: True    BusinessAcceptsCreditCards: True    BusinessParking: { garage : False   street : False   validated : False   lot : True   valet : False}    RestaurantsPriceRange2: 2  
,Yes,,  Animal Shelters    Pets  ,Scottsdale,17,"Woofs, Wiggles N Wags All Breed Rescue",-111.9713111,AZ,4.5,33.60313284,
,No,1000 Queen Street W,  Shoe Stores    Fashion   u Men s Clothing    Shopping  ,Toronto,5,Stussy,-79.41882938,ON,2,43.64425815,  BusinessAcceptsCreditCards: True    BusinessParking: { garage : False   street : False   validated : False   lot : False   valet : False}    RestaurantsPriceRange2: 3  
Monday 0:0-0:0  Tuesday 0:0-0:0  Wednesday 0:0-0:0  Thursday 0:0-0:0  Friday 0:0-0:0  Saturday 0:0-0:0  Sunday 0:0-0:0,Yes,610 John Nolen Dr,  Hotels & Travel    Venues & Event Spaces    Event Planning & Services    Hotels  ,Madison,14,Holiday Inn Express & Suites Madison Central,-89.376341,WI,4.5,43.048623,  BusinessAcceptsCreditCards: True    RestaurantsPriceRange2: 2    WiFi: free  
Monday 9:0-16:0  Tuesday 9:0-16:0  Wednesday 9:0-16:0  Thursday 9:0-16:0  Friday 9:0-16:0  Saturday 10:0-15:0  Sunday 10:0-15:0,Yes,330 S Gilbert Rd  Ste 15,  Food    Bakeries  ,Mesa,7,Graceful Cake Creations,-111.7884179,AZ,5,33.4091719,  BusinessAcceptsCreditCards: True    BusinessParking: { garage : False   street : True   validated : False   lot : True   valet : False}    RestaurantsDelivery: True    RestaurantsPriceRange2: 2    RestaurantsTakeOut: True    WheelchairAccessible: True  
,Yes,1181 Denison St,  Sports Clubs    Active Life  ,Markham,3,Canadian Chinese Table Tennis Association,-79.3222861,ON,3.5,43.8311477,
,Yes,1052 Lionel-Daunais  Suite 302,  Restaurants    Cafes  ,Boucherville,7,Chez Lionel,-73.430235,QC,3.5,45.590227,  BusinessAcceptsCreditCards: True    GoodForKids: True    GoodForMeal: { dessert : False   latenight : False   lunch : False   dinner : False   breakfast : False   brunch : False}    RestaurantsAttire: casual    RestaurantsDelivery: False    RestaurantsGoodForGroups: True    RestaurantsReservations: True    RestaurantsTakeOut: False  
,Yes,2749 Mayfield Rd,  Local Services    Funeral Services & Cemeteries  ,Cleveland,3,Mayfield Cemetery,-81.5822419,OH,3.5,41.513477,
Monday 6:30-17:0  Tuesday 6:30-17:0  Wednesday 6:30-17:0  Thursday 6:30-17:0  Friday 6:30-17:0,Yes,2000 Mansfield Street  Suite 104,  Sandwiches    Breakfast & Brunch    Salad    Restaurants  ,Montreal,3,La Prep,-73.5738073,QC,4,45.5023462,  Caters: True  
Monday 9:30-10:30  Monday 12:0-13:0  Monday 17:0-18:0  Monday 18:30-19:30  Monday 20:0-21:0  Tuesday 12:0-13:0  Tuesday 17:0-18:0  Tuesday 18:30-19:30  Tuesday 20:0-21:0  Wednesday 12:0-13:0  Wednesday 17:0-18:0  Wednesday 18:0-19:30  Wednesday 20:0-21:0  Thursday 9:30-11:0  Thursday 12:0-13:0  Thursday 17:0-18:0  Thursday 18:30-20:0  Thursday 20:0-21:0  Friday 12:0-13:0  Friday 17:30-18:30  Friday 19:0-20:0  Friday 21:30-22:0  Saturday 8:0-9:0  Saturday 9:30-11:0  Saturday 11:30-12:30  Sunday 8:0-9:0  Sunday 9:30-11:0  Sunday 11:30-12:30  Sunday 17:0-18:0,Yes,4870 Tomken Rd  Units 3-4,  Active Life    Fitness & Instruction    Yoga  ,Mississauga,6,Infinite Yoga,-79.6292708,ON,4,43.625834,  BikeParking: True    BusinessParking: { garage : False   street : False   validated : False   lot : False   valet : False}    ByAppointmentOnly: False    GoodForKids: False  
Monday 10:45-22:0  Tuesday 10:45-22:0  Wednesday 10:45-22:0  Thursday 10:45-22:0  Friday 10:45-22:0  Saturday 10:45-22:0  Sunday 10:45-22:0,Yes,123 Front St  Unit 103 and 103-A,  Fast Food    Mexican    Restaurants  ,Toronto,68,Chipotle Mexican Grill,-79.3833328,ON,3.5,43.6449201,  Alcohol: none    Ambience: { romantic : False   intimate : False   classy : False   hipster : False   touristy : False   trendy : False   upscale : False   casual : True}    BikeParking: True    BusinessAcceptsCreditCards: True    BusinessParking: { garage : True   street : False   validated : False   lot : False   valet : False}    Caters: True    DriveThru: False    GoodForKids: True    GoodForMeal: { dessert : False   latenight : False   lunch : True   dinner : True   breakfast : False   brunch : False}    HasTV: False    NoiseLevel: loud    OutdoorSeating: False    RestaurantsAttire: casual    RestaurantsDelivery: False    RestaurantsGoodForGroups: True    RestaurantsPriceRange2: 2    RestaurantsReservations: False    RestaurantsTableService: False    RestaurantsTakeOut: True    WiFi: no  
,Yes,4300 Meadows Ln,  Shoe Stores    Fashion    Shopping  ,Las Vegas,4,Sheik Shoes,-115.1963237,NV,1.5,36.172259,  BusinessAcceptsCreditCards: True    RestaurantsPriceRange2: 2    WheelchairAccessible: True  
Monday 8:0-18:0  Tuesday 8:0-18:0  Wednesday 8:0-18:0  Thursday 8:0-18:0  Friday 8:0-18:0  Saturday 8:0-17:0,Yes,7850 N Tryon St,  Tires    Automotive    Auto Parts & Supplies    Wheel & Rim Repair  ,Charlotte,18,"Discount Tire Store - Charlotte, NC",-80.754429,NC,4.5,35.295623,  BusinessAcceptsCreditCards: True  
Monday 10:0-20:0  Tuesday 10:0-20:0  Wednesday 10:0-20:0  Thursday 10:0-20:0  Friday 10:0-20:0  Saturday 9:0-20:0  Sunday 12:0-18:0,Yes,9705 Sam Furr Rd  Ste B,  Electronics    Professional Services    Shopping    Internet Service Providers    Home Services    Mobile Phones  ,Huntersville,7,Verizon,-80.86392537,NC,3,35.44301457,  BikeParking: False    BusinessAcceptsCreditCards: True    BusinessParking: { garage : False   street : False   validated : False   lot : True   valet : False}    ByAppointmentOnly: True    RestaurantsPriceRange2: 2  
Monday 16:0-22:0  Tuesday 16:0-22:0  Wednesday 16:0-22:0  Thursday 16:0-22:0  Friday 11:0-23:0  Saturday 11:0-23:0  Sunday 11:0-21:0,Yes,5646 W Bell Rd,  Restaurants    Italian    Seafood  ,Glendale,119,Carrabba s Italian Grill,-112.1808934,AZ,3.5,33.63930052,  Alcohol: full_bar    Ambience: { romantic : False   intimate : False   classy : False   hipster : False   divey : False   touristy : False   trendy : False   upscale : False   casual : True}    BikeParking: True    BusinessAcceptsCreditCards: True    BusinessParking: { garage : False   street : False   validated : False   lot : True   valet : False}    Caters: True    GoodForKids: True    GoodForMeal: { dessert : False   latenight : False   lunch : False   dinner : True   breakfast : False   brunch : False}    HasTV: True    NoiseLevel: average    OutdoorSeating: False    RestaurantsAttire: casual    RestaurantsDelivery: False    RestaurantsGoodForGroups: True    RestaurantsPriceRange2: 2    RestaurantsReservations: True    RestaurantsTableService: True    RestaurantsTakeOut: True    WheelchairAccessible: True    WiFi: no  
Monday 8:30-18:0  Tuesday 8:30-12:0  Wednesday 8:30-18:0  Thursday 15:0-18:0  Friday 8:30-18:0,Yes,7810 Ballantyne Commons Pkwy  Ste 101,  Health & Medical    Chiropractors  ,Charlotte,6,Gallagher Chiropractic,-80.811356,NC,5,35.059117,  AcceptsInsurance: True    BusinessAcceptsCreditCards: True    ByAppointmentOnly: False  
,No,1560 Queen St E,  Desserts    Coffee & Tea    Food  ,Toronto,4,I Deal Coffee,-79.3189651,ON,4.5,43.6658792,  BusinessAcceptsCreditCards: False    BusinessParking: { garage : False   street : True   validated : False   lot : False   valet : False}    RestaurantsPriceRange2: 1    WiFi: free  
Monday 11:0-22:0  Tuesday 11:0-22:0  Wednesday 11:0-22:0  Thursday 11:0-22:0  Friday 11:0-22:30  Saturday 11:0-22:30  Sunday 11:0-21:0,Yes,2269 Kresge Dr,  Restaurants    Mexican    American (Traditional)  ,Amherst,22,Don Tequila,-82.2076029,OH,3.5,41.4161517,  Alcohol: full_bar    Ambience: { romantic : False   intimate : False   classy : False   hipster : False   divey : False   touristy : False   trendy : False   upscale : False   casual : True}    BikeParking: False    BusinessAcceptsCreditCards: True    BusinessParking: { garage : False   street : False   validated : False   lot : True   valet : False}    Caters: False    GoodForKids: True    GoodForMeal: { dessert : False   latenight : False   lunch : False   dinner : True   breakfast : False   brunch : False}    HasTV: True    NoiseLevel: average    OutdoorSeating: True    RestaurantsAttire: casual    RestaurantsDelivery: False    RestaurantsGoodForGroups: True    RestaurantsPriceRange2: 2    RestaurantsReservations: False    RestaurantsTableService: True    RestaurantsTakeOut: True    WiFi: no  
Monday 9:0-22:0  Tuesday 9:0-22:0  Wednesday 9:0-22:0  Thursday 9:0-22:0  Friday 8:0-23:0  Saturday 8:0-23:0  Sunday 8:0-18:0,Yes,1220 S Central Ave,  Restaurants    Waffles    Southern    Soul Food  ,Phoenix,1276,Lo-Lo s Chicken & Waffles,-112.0739703,AZ,4,33.43537179,  Alcohol: full_bar    Ambience: { romantic : False   intimate : False   classy : False   hipster : False   divey : False   touristy : False   trendy : False   upscale : False   casual : True}    BYOB: False    BYOBCorkage: yes_free    BikeParking: True    BusinessAcceptsCreditCards: True    BusinessParking: { garage : False   street : True   validated : False   lot : True   valet : True}    Caters: True    Corkage: False    DogsAllowed: False    GoodForKids: True    GoodForMeal: { dessert : False   latenight : False   lunch : True   dinner : True   breakfast : False   brunch : False}    HasTV: True    NoiseLevel: average    OutdoorSeating: True    RestaurantsAttire: casual    RestaurantsCounterService: False    RestaurantsDelivery: False    RestaurantsGoodForGroups: True    RestaurantsPriceRange2: 2    RestaurantsReservations: False    RestaurantsTableService: True    RestaurantsTakeOut: True    WheelchairAccessible: True    WiFi: free  
Monday 9:15-18:0  Tuesday 9:15-18:0  Wednesday 9:15-18:0  Thursday 9:15-18:0  Friday 9:15-18:0  Saturday 10:0-17:0,Yes,6881 W 130th St,  Auto Repair    Automotive    Oil Change Stations  ,Cleveland,3,Leeson s 10 Minute Oil Change,-81.78437777,OH,4,41.37764319,
Monday 7:30-17:0  Tuesday 7:30-17:0  Wednesday 7:30-17:0  Thursday 7:30-17:0  Friday 7:30-16:0,Yes,1537 S Mint St,  Auto Repair    Automotive    Body Shops  ,Charlotte,7,Dee Gainey s Body Shop,-80.8619108,NC,4.5,35.2181627,  BusinessAcceptsCreditCards: False  
Monday 9:0-17:0  Tuesday 9:0-17:0  Wednesday 9:0-17:0  Thursday 9:0-17:0  Friday 9:0-17:0  Saturday 9:0-13:0,Yes,848 N Rainbow Blvd,  Local Services    Notaries    Professional Services    Shipping Centers    Mailbox Centers    Lawyers  ,Las Vegas,14,Mail Link,-115.241325,NV,4,36.1808408,  BusinessAcceptsCreditCards: True  
,No,4811 S Rainbow Blvd,  Persian  Iranian    Restaurants    Ethnic Food    Food    Greek    Specialty Food  ,Las Vegas,15,Kabob Palace,-115.2443122,NV,2.5,36.1010205,  Alcohol: full_bar    BusinessAcceptsCreditCards: True    BusinessParking: { garage : False   street : False   validated : False   lot : True   valet : False}    GoodForKids: True    GoodForMeal: { dessert : False   latenight : False   lunch : True   dinner : True   breakfast : False   brunch : False}    OutdoorSeating: True    RestaurantsAttire: casual    RestaurantsDelivery: False    RestaurantsGoodForGroups: True    RestaurantsPriceRange2: 2    RestaurantsReservations: True    RestaurantsTableService: True    RestaurantsTakeOut: True    WheelchairAccessible: True  
Monday 9:30-9:0  Tuesday 9:30-9:0  Wednesday 9:30-9:0  Thursday 9:30-9:0  Friday 9:30-9:0  Saturday 9:30-9:0  Sunday 9:30-9:0,Yes,451 Rochester Rd,  Plumbing    Home Services  ,Pittsburgh,8,Benjamin Franklin Plumbing,-80.0498873,PA,4,40.5341627,  BusinessAcceptsCreditCards: True  
,No,13801 Indian Trail Fairvie,  American (Traditional)    Restaurants  ,Indian Trail,5,East 74 Restaurant,-80.5469564,NC,3,35.1420067,  Alcohol: none    Ambience: { romantic : False   intimate : False   classy : False   hipster : False   divey : False   touristy : False   trendy : False   upscale : False   casual : False}    BusinessAcceptsCreditCards: True    BusinessParking: { garage : False   street : False   validated : False   lot : False   valet : False}    GoodForKids: True    GoodForMeal: { dessert : False   latenight : False   lunch : False   dinner : False   breakfast : False   brunch : False}    NoiseLevel: average    RestaurantsAttire: casual    RestaurantsDelivery: False    RestaurantsPriceRange2: 1    RestaurantsTableService: True    RestaurantsTakeOut: True  
Monday 11:0-21:30  Tuesday 11:0-21:30  Wednesday 11:0-21:30  Thursday 11:0-21:30  Friday 11:0-21:30  Saturday 11:0-22:30  Sunday 11:0-22:30,Yes,3732 Darrow Rd Ste 5,  Thai    Restaurants  ,Stow,68,Thai Gourmet,-81.4413704,OH,3.5,41.1657087,  Alcohol: full_bar    Ambience: { romantic : False   intimate : False   classy : False   hipster : False   divey : False   touristy : False   trendy : False   upscale : False   casual : True}    BikeParking: True    BusinessAcceptsCreditCards: True    BusinessParking: { garage : False   street : False   validated : False   lot : True   valet : False}    GoodForKids: True    GoodForMeal: { dessert : False   latenight : False   lunch : True   dinner : True   breakfast : False   brunch : False}    HasTV: False    NoiseLevel: average    OutdoorSeating: False    RestaurantsAttire: casual    RestaurantsDelivery: False    RestaurantsGoodForGroups: True    RestaurantsPriceRange2: 2    RestaurantsReservations: True    RestaurantsTableService: True    RestaurantsTakeOut: True    WheelchairAccessible: True    WiFi: no  
Monday 11:0-21:0  Tuesday 11:0-21:0  Wednesday 11:0-21:0  Thursday 11:0-21:0  Friday 11:0-21:0  Saturday 11:0-21:0  Sunday 11:0-21:0,No,2014 Queen Street E,  Tex-Mex    Restaurants  ,Toronto,4,Z-Teca,-79.29919001,ON,1.5,43.67032735,  BusinessAcceptsCreditCards: True    GoodForKids: True    GoodForMeal: { dessert : False   latenight : False   lunch : False   dinner : False   breakfast : False   brunch : False}    HasTV: False    OutdoorSeating: False    RestaurantsAttire: casual    RestaurantsDelivery: False    RestaurantsGoodForGroups: True    RestaurantsPriceRange2: 1    RestaurantsReservations: False    RestaurantsTableService: False    RestaurantsTakeOut: True    WiFi: no  
,Yes,4300 Steeles Ave E,  Food    Coffee & Tea  ,Markham,3,Tea Shop 168,-79.3063174,ON,2.5,43.8261994,  BusinessParking: { garage : False   street : False   validated : False   lot : False   valet : False}    OutdoorSeating: False    RestaurantsPriceRange2: 1  
,Yes,1700 N Chester St,  Breakfast & Brunch    Sandwiches    Restaurants  ,Gastonia,22,Pancake House,-81.1883519,NC,3.5,35.2818742,  Alcohol: none    Ambience: { romantic : False   intimate : False   classy : False   hipster : False   divey : False   touristy : False   trendy : False   upscale : False   casual : False}    BikeParking: False    BusinessAcceptsCreditCards: True    BusinessParking: { garage : False   street : False   validated : False   lot : False   valet : False}    Caters: False    GoodForKids: True    GoodForMeal: { dessert : False   latenight : False   lunch : False   dinner : False   breakfast : True   brunch : False}    HasTV: False    OutdoorSeating: False    RestaurantsAttire: casual    RestaurantsDelivery: False    RestaurantsGoodForGroups: True    RestaurantsPriceRange2: 1    RestaurantsReservations: False    RestaurantsTableService: True    RestaurantsTakeOut: True    WiFi: no  
,Yes,337 N Shore Dr,  American (New)    Pubs    Nightlife    Bars    Restaurants  ,Pittsburgh,102,Rivertowne,-80.0108802,PA,3,40.4459861,  Alcohol: full_bar    Ambience: { romantic : False   intimate : False   classy : False   hipster : False   divey : False   touristy : False   trendy : False   upscale : False   casual : True}    BestNights: { monday : False   tuesday : False   friday : True   wednesday : False   thursday : False   sunday : True   saturday : True}    BikeParking: True    BusinessAcceptsCreditCards: True    BusinessParking: { garage : False   street : True   validated : False   lot : False   valet : False}    Caters: False    CoatCheck: False    GoodForDancing: False    GoodForKids: True    GoodForMeal: { dessert : False   latenight : False   lunch : True   dinner : True   breakfast : False   brunch : False}    HappyHour: True    HasTV: True    Music: { dj : False   background_music : False   no_music : False   karaoke : False   live : False   video : False   jukebox : False}    NoiseLevel: loud    OutdoorSeating: True    RestaurantsAttire: casual    RestaurantsDelivery: False    RestaurantsGoodForGroups: True    RestaurantsPriceRange2: 2    RestaurantsReservations: False    RestaurantsTableService: True    RestaurantsTakeOut: True    Smoking: no    WheelchairAccessible: True    WiFi: free  
,Yes,701 E Bethany Home Road,  Grocery    Food  ,Phoenix,6,Circle K,-112.0646315,AZ,3,33.5234896,  BikeParking: False    BusinessAcceptsCreditCards: True    BusinessParking: { garage : False   street : False   validated : False   lot : True   valet : False}    RestaurantsPriceRange2: 1    WheelchairAccessible: True  
Monday 8:30-16:0  Tuesday 8:30-16:0  Wednesday 8:30-16:0  Thursday 8:30-16:0  Friday 8:30-16:0,Yes,3369 E Queen Creek Rd,  Preschools    Elementary Schools    Local Services    Child Care & Day Care    Education  ,Gilbert,7,Lil Einsteins Preschool,-111.716817,AZ,4.5,33.262268,  BusinessAcceptsCreditCards: True  
Monday 10:0-21:0  Tuesday 10:0-21:0  Wednesday 10:0-21:0  Thursday 10:0-21:0  Friday 10:0-21:0  Saturday 9:0-21:0  Sunday 12:0-19:0,Yes,1480 E Motorplex Lp,  Automotive    Car Buyers    Used Car Dealers    Car Dealers  ,Gilbert,66,CarMax,-111.7598551,AZ,3.5,33.2905879,  BusinessAcceptsCreditCards: True  
Monday 0:0-0:0  Tuesday 0:0-0:0  Wednesday 0:0-0:0  Thursday 0:0-0:0  Friday 0:0-0:0  Saturday 0:0-0:0  Sunday 0:0-0:0,Yes,2816 Markham Road,  Diners    Italian    Sandwiches    Breakfast & Brunch    Burgers    Canadian (New)    Restaurants  ,Toronto,118,Honey B Hives Restaurant,-79.24791521,ON,3.5,43.82298187,  Alcohol: full_bar    Ambience: { romantic : False   intimate : False   classy : False   hipster : False   touristy : False   trendy : False   upscale : False   casual : True}    BikeParking: True    BusinessAcceptsCreditCards: True    BusinessParking: { garage : False   street : False   validated : False   lot : True   valet : False}    Caters: True    GoodForKids: True    GoodForMeal: { dessert : False   latenight : True   lunch : False   dinner : False   breakfast : True   brunch : True}    HasTV: True    NoiseLevel: average    OutdoorSeating: False    RestaurantsAttire: casual    RestaurantsDelivery: False    RestaurantsGoodForGroups: True    RestaurantsPriceRange2: 1    RestaurantsReservations: True    RestaurantsTableService: True    RestaurantsTakeOut: True    WheelchairAccessible: True    WiFi: free  
Monday 11:0-23:0  Tuesday 11:0-23:0  Wednesday 11:0-23:0  Thursday 11:0-23:0  Friday 11:0-2:0  Saturday 10:0-2:0  Sunday 10:0-23:0,No,1714 S Blvd,  American (New)    Restaurants  ,Charlotte,291,Nan and Byron s,-80.857639,NC,3.5,35.212521,  Alcohol: full_bar    Ambience: { romantic : False   intimate : False   classy : False   hipster : False   divey : False   touristy : False   trendy : True   upscale : False   casual : False}    BikeParking: True    BusinessAcceptsCreditCards: True    BusinessParking: { garage : False   street : False   validated : False   lot : True   valet : False}    Caters: True    GoodForKids: True    GoodForMeal: { dessert : False   latenight : False   lunch : False   dinner : False   breakfast : False   brunch : True}    HasTV: True    NoiseLevel: average    OutdoorSeating: True    RestaurantsAttire: casual    RestaurantsDelivery: False    RestaurantsGoodForGroups: True    RestaurantsPriceRange2: 2    RestaurantsReservations: True    RestaurantsTableService: True    RestaurantsTakeOut: True    WiFi: free  
Monday 7:30-17:30  Tuesday 7:30-17:30  Wednesday 7:30-17:30  Thursday 7:30-17:30  Friday 7:30-17:30  Saturday 8:0-17:0  Sunday 10:30-17:0,No,7A Castle Street  Corstorphine,  Food    Fast Food    Restaurants    Juice Bars & Smoothies  ,Edinburgh,8,Juice Almighty,-3.2026603,EDH,4.5,55.9514606,  Alcohol: none    GoodForKids: True    GoodForMeal: { dessert : False   latenight : False   lunch : False   dinner : False   breakfast : False   brunch : False}    OutdoorSeating: True    RestaurantsAttire: casual    RestaurantsDelivery: False    RestaurantsPriceRange2: 1    RestaurantsReservations: False    RestaurantsTableService: False    RestaurantsTakeOut: True    WheelchairAccessible: True  
